"","term","description","gene","count","namespace"
"9311","GO:0006810","transport","CHAFR746836.1.1_0027570.1",1,"biological_process"
"9312","GO:0006810","transport","CHAFR746836.1.1_0020160.1",1,"biological_process"
"9313","GO:0006810","transport","CHAFR746836.1.1_0033900.1",1,"biological_process"
"9314","GO:0006810","transport","CHAFR746836.1.1_0069070.1",1,"biological_process"
"9315","GO:0006810","transport","CHAFR746836.1.1_0050010.1",1,"biological_process"
"9316","GO:0006810","transport","CHAFR746836.1.1_0028200.1",1,"biological_process"
"9317","GO:0006810","transport","CHAFR746836.1.1_0101900.1",1,"biological_process"
"9318","GO:0006810","transport","CHAFR746836.1.1_0088820.1",1,"biological_process"
"9319","GO:0006810","transport","CHAFR746836.1.1_0098160.1",1,"biological_process"
"9320","GO:0006810","transport","CHAFR746836.1.1_0087840.1",1,"biological_process"
"9321","GO:0006810","transport","CHAFR746836.1.1_0040630.1",1,"biological_process"
"9322","GO:0006810","transport","CHAFR746836.1.1_0092350.1",1,"biological_process"
"9323","GO:0006810","transport","CHAFR746836.1.1_0025960.1",1,"biological_process"
"9324","GO:0006810","transport","CHAFR746836.1.1_0085910.1",1,"biological_process"
"9325","GO:0006810","transport","CHAFR746836.1.1_0025510.1",1,"biological_process"
"9326","GO:0006810","transport","CHAFR746836.1.1_0097580.1",1,"biological_process"
"9327","GO:0006810","transport","CHAFR746836.1.1_0023450.1",1,"biological_process"
"9328","GO:0006810","transport","CHAFR746836.1.1_0044890.1",1,"biological_process"
"9329","GO:0006810","transport","CHAFR746836.1.1_0091620.1",1,"biological_process"
"9330","GO:0006810","transport","CHAFR746836.1.1_0055520.1",1,"biological_process"
"9331","GO:0006810","transport","CHAFR746836.1.1_0022070.1",1,"biological_process"
"9332","GO:0006810","transport","CHAFR746836.1.1_0052130.1",1,"biological_process"
"9333","GO:0006810","transport","CHAFR746836.1.1_0064140.1",1,"biological_process"
"9334","GO:0006810","transport","CHAFR746836.1.1_0054590.1",1,"biological_process"
"9335","GO:0006810","transport","CHAFR746836.1.1_0049970.1",1,"biological_process"
"9336","GO:0006810","transport","CHAFR746836.1.1_0000520.1",1,"biological_process"
"9337","GO:0006810","transport","CHAFR746836.1.1_0037750.1",1,"biological_process"
"9338","GO:0006810","transport","CHAFR746836.1.1_0024490.1",1,"biological_process"
"9339","GO:0006810","transport","CHAFR746836.1.1_0069430.1",1,"biological_process"
"9340","GO:0006810","transport","CHAFR746836.1.1_0056700.1",1,"biological_process"
"9341","GO:0006810","transport","CHAFR746836.1.1_0011520.1",1,"biological_process"
"9342","GO:0006810","transport","CHAFR746836.1.1_0028560.1",1,"biological_process"
"9343","GO:0006810","transport","CHAFR746836.1.1_0045320.1",1,"biological_process"
"9344","GO:0006810","transport","CHAFR746836.1.1_0059970.1",1,"biological_process"
"9345","GO:0006810","transport","CHAFR746836.1.1_0057700.1",1,"biological_process"
"9346","GO:0006810","transport","CHAFR746836.1.1_0051850.1",1,"biological_process"
"9347","GO:0006810","transport","CHAFR746836.1.1_0088040.1",1,"biological_process"
"9348","GO:0006810","transport","CHAFR746836.1.1_0010960.1",1,"biological_process"
"9349","GO:0006810","transport","CHAFR746836.1.1_0019800.1",1,"biological_process"
"9350","GO:0006810","transport","CHAFR746836.1.1_0061070.1",1,"biological_process"
"9351","GO:0006810","transport","CHAFR746836.1.1_0047860.1",1,"biological_process"
"9352","GO:0006810","transport","CHAFR746836.1.1_0034800.1",1,"biological_process"
"9353","GO:0006810","transport","CHAFR746836.1.1_0052950.1",1,"biological_process"
"9354","GO:0006810","transport","CHAFR746836.1.1_0054750.2",1,"biological_process"
"9355","GO:0006810","transport","CHAFR746836.1.1_0072460.1",1,"biological_process"
"9356","GO:0006810","transport","CHAFR746836.1.1_0064180.1",1,"biological_process"
"9357","GO:0006810","transport","CHAFR746836.1.1_0008670.1",1,"biological_process"
"9358","GO:0006810","transport","CHAFR746836.1.1_0024360.1",1,"biological_process"
"9359","GO:0006810","transport","CHAFR746836.1.1_0057770.1",1,"biological_process"
"9360","GO:0006810","transport","CHAFR746836.1.1_0026630.1",1,"biological_process"
"9361","GO:0006810","transport","CHAFR746836.1.1_0041530.1",1,"biological_process"
"9362","GO:0006810","transport","CHAFR746836.1.1_0001610.1",1,"biological_process"
"9363","GO:0006810","transport","CHAFR746836.1.1_0044810.1",1,"biological_process"
"9364","GO:0006810","transport","CHAFR746836.1.1_0032930.1",1,"biological_process"
"9365","GO:0006810","transport","CHAFR746836.1.1_0011940.1",1,"biological_process"
"9366","GO:0006810","transport","CHAFR746836.1.1_0089010.2",1,"biological_process"
"9367","GO:0006810","transport","CHAFR746836.1.1_0073210.1",1,"biological_process"
"9368","GO:0006810","transport","CHAFR746836.1.1_0089070.1",1,"biological_process"
"9369","GO:0006810","transport","CHAFR746836.1.1_0009000.1",1,"biological_process"
"9370","GO:0006810","transport","CHAFR746836.1.1_0050370.1",1,"biological_process"
"9371","GO:0006810","transport","CHAFR746836.1.1_0013770.1",1,"biological_process"
"9372","GO:0006810","transport","CHAFR746836.1.1_0015380.1",1,"biological_process"
"9373","GO:0006810","transport","CHAFR746836.1.1_0092620.1",1,"biological_process"
"9374","GO:0006810","transport","CHAFR746836.1.1_0021390.1",1,"biological_process"
"9375","GO:0006810","transport","CHAFR746836.1.1_0036780.1",1,"biological_process"
"9376","GO:0006810","transport","CHAFR746836.1.1_0093220.1",1,"biological_process"
"9377","GO:0006810","transport","CHAFR746836.1.1_0044840.1",1,"biological_process"
"9378","GO:0006810","transport","CHAFR746836.1.1_0007420.1",1,"biological_process"
"9379","GO:0006810","transport","CHAFR746836.1.1_0041410.1",1,"biological_process"
"9380","GO:0006810","transport","CHAFR746836.1.1_0005800.1",1,"biological_process"
"9381","GO:0006810","transport","CHAFR746836.1.1_0099040.1",1,"biological_process"
"9382","GO:0006810","transport","CHAFR746836.1.1_0028570.1",1,"biological_process"
"9383","GO:0006810","transport","CHAFR746836.1.1_0068980.1",1,"biological_process"
"9384","GO:0006810","transport","CHAFR746836.1.1_0073460.1",1,"biological_process"
"9385","GO:0006810","transport","CHAFR746836.1.1_0075360.1",1,"biological_process"
"9386","GO:0006810","transport","CHAFR746836.1.1_0043670.1",1,"biological_process"
"9387","GO:0006810","transport","CHAFR746836.1.1_0002090.1",1,"biological_process"
"9388","GO:0006810","transport","CHAFR746836.1.1_0076290.1",1,"biological_process"
"9389","GO:0006810","transport","CHAFR746836.1.1_0009690.1",1,"biological_process"
"9390","GO:0006810","transport","CHAFR746836.1.1_0089010.1",1,"biological_process"
"9391","GO:0006810","transport","CHAFR746836.1.1_0057920.1",1,"biological_process"
"9392","GO:0006810","transport","CHAFR746836.1.1_0017080.1",1,"biological_process"
"9393","GO:0006810","transport","CHAFR746836.1.1_0035590.1",1,"biological_process"
"9394","GO:0006810","transport","CHAFR746836.1.1_0060890.1",1,"biological_process"
"9395","GO:0006810","transport","CHAFR746836.1.1_0060950.1",1,"biological_process"
"9396","GO:0006810","transport","CHAFR746836.1.1_0089690.1",1,"biological_process"
"9397","GO:0006810","transport","CHAFR746836.1.1_0101590.1",1,"biological_process"
"9398","GO:0006810","transport","CHAFR746836.1.1_0062540.1",1,"biological_process"
"9399","GO:0006810","transport","CHAFR746836.1.1_0093590.1",1,"biological_process"
"9400","GO:0006810","transport","CHAFR746836.1.1_0084790.1",1,"biological_process"
"9401","GO:0006810","transport","CHAFR746836.1.1_0055740.1",1,"biological_process"
"9402","GO:0006810","transport","CHAFR746836.1.1_0032350.1",1,"biological_process"
"9403","GO:0006810","transport","CHAFR746836.1.1_0064740.1",1,"biological_process"
"9404","GO:0006810","transport","CHAFR746836.1.1_0060530.1",1,"biological_process"
"9405","GO:0006810","transport","CHAFR746836.1.1_0085770.1",1,"biological_process"
"9406","GO:0006810","transport","CHAFR746836.1.1_0092670.1",1,"biological_process"
"9407","GO:0006810","transport","CHAFR746836.1.1_0032430.1",1,"biological_process"
"9408","GO:0006810","transport","CHAFR746836.1.1_0031090.1",1,"biological_process"
"9409","GO:0006810","transport","CHAFR746836.1.1_0038220.1",1,"biological_process"
"9410","GO:0006810","transport","CHAFR746836.1.1_0094950.1",1,"biological_process"
"9411","GO:0006810","transport","CHAFR746836.1.1_0075390.1",1,"biological_process"
"9412","GO:0006810","transport","CHAFR746836.1.1_0000770.1",1,"biological_process"
"9413","GO:0006810","transport","CHAFR746836.1.1_0073820.1",1,"biological_process"
"9414","GO:0006810","transport","CHAFR746836.1.1_0042340.1",1,"biological_process"
"9415","GO:0006810","transport","CHAFR746836.1.1_0057010.1",1,"biological_process"
"9416","GO:0006810","transport","CHAFR746836.1.1_0026970.1",1,"biological_process"
"9417","GO:0006810","transport","CHAFR746836.1.1_0054750.1",1,"biological_process"
"9418","GO:0006810","transport","CHAFR746836.1.1_0051920.1",1,"biological_process"
"9419","GO:0006810","transport","CHAFR746836.1.1_0090040.1",1,"biological_process"
"9420","GO:0006810","transport","CHAFR746836.1.1_0076410.1",1,"biological_process"
"9421","GO:0006810","transport","CHAFR746836.1.1_0059600.1",1,"biological_process"
"9422","GO:0006810","transport","CHAFR746836.1.1_0085770.2",1,"biological_process"
"9423","GO:0006810","transport","CHAFR746836.1.1_0010860.1",1,"biological_process"
"9424","GO:0006811","ion transport","CHAFR746836.1.1_0043340.1",1,"biological_process"
"9425","GO:0006811","ion transport","CHAFR746836.1.1_0084560.1",1,"biological_process"
"9426","GO:0006811","ion transport","CHAFR746836.1.1_0077000.1",1,"biological_process"
"9427","GO:0006811","ion transport","CHAFR746836.1.1_0085680.1",1,"biological_process"
"9428","GO:0006811","ion transport","CHAFR746836.1.1_0024250.1",1,"biological_process"
"9429","GO:0006812","cation transport","CHAFR746836.1.1_0030190.1",1,"biological_process"
"9430","GO:0006812","cation transport","CHAFR746836.1.1_0085630.1",1,"biological_process"
"9431","GO:0006812","cation transport","CHAFR746836.1.1_0075250.1",1,"biological_process"
"9432","GO:0006812","cation transport","CHAFR746836.1.1_0076080.1",1,"biological_process"
"9433","GO:0006812","cation transport","CHAFR746836.1.1_0029120.1",1,"biological_process"
"9434","GO:0006812","cation transport","CHAFR746836.1.1_0040970.1",1,"biological_process"
"9435","GO:0006812","cation transport","CHAFR746836.1.1_0036670.1",1,"biological_process"
"9436","GO:0006812","cation transport","CHAFR746836.1.1_0012650.1",1,"biological_process"
"9437","GO:0006812","cation transport","CHAFR746836.1.1_0005030.1",1,"biological_process"
"9438","GO:0006812","cation transport","CHAFR746836.1.1_0063410.1",1,"biological_process"
"9439","GO:0006812","cation transport","CHAFR746836.1.1_0001940.1",1,"biological_process"
"9440","GO:0006812","cation transport","CHAFR746836.1.1_0049300.1",1,"biological_process"
"9441","GO:0006812","cation transport","CHAFR746836.1.1_0073260.1",1,"biological_process"
"9442","GO:0006812","cation transport","CHAFR746836.1.1_0083330.1",1,"biological_process"
"9443","GO:0006812","cation transport","CHAFR746836.1.1_0009960.1",1,"biological_process"
"9444","GO:0006812","cation transport","CHAFR746836.1.1_0038200.1",1,"biological_process"
"9445","GO:0006812","cation transport","CHAFR746836.1.1_0073130.1",1,"biological_process"
"9446","GO:0006812","cation transport","CHAFR746836.1.1_0024440.1",1,"biological_process"
"9447","GO:0006812","cation transport","CHAFR746836.1.1_0088840.1",1,"biological_process"
"9448","GO:0006812","cation transport","CHAFR746836.1.1_0040810.1",1,"biological_process"
"9449","GO:0006812","cation transport","CHAFR746836.1.1_0002810.1",1,"biological_process"
"9450","GO:0006812","cation transport","CHAFR746836.1.1_0098930.1",1,"biological_process"
"9451","GO:0006812","cation transport","CHAFR746836.1.1_0066870.1",1,"biological_process"
"9452","GO:0006812","cation transport","CHAFR746836.1.1_0087070.1",1,"biological_process"
"9453","GO:0006812","cation transport","CHAFR746836.1.1_0050180.1",1,"biological_process"
"9454","GO:0006812","cation transport","CHAFR746836.1.1_0051030.1",1,"biological_process"
"9455","GO:0006812","cation transport","CHAFR746836.1.1_0055990.1",1,"biological_process"
"9456","GO:0006812","cation transport","CHAFR746836.1.1_0084120.1",1,"biological_process"
"9457","GO:0006812","cation transport","CHAFR746836.1.1_0036170.1",1,"biological_process"
"9458","GO:0006812","cation transport","CHAFR746836.1.1_0013590.1",1,"biological_process"
"9459","GO:0006812","cation transport","CHAFR746836.1.1_0079080.1",1,"biological_process"
"9460","GO:0006812","cation transport","CHAFR746836.1.1_0037200.1",1,"biological_process"
"9461","GO:0006812","cation transport","CHAFR746836.1.1_0080250.1",1,"biological_process"
"9462","GO:0006812","cation transport","CHAFR746836.1.1_0090600.1",1,"biological_process"
"9463","GO:0006812","cation transport","CHAFR746836.1.1_0082500.1",1,"biological_process"
"9464","GO:0006814","sodium ion transport","CHAFR746836.1.1_0001750.1",1,"biological_process"
"9465","GO:0006814","sodium ion transport","CHAFR746836.1.1_0083330.1",1,"biological_process"
"9466","GO:0006814","sodium ion transport","CHAFR746836.1.1_0013590.1",1,"biological_process"
"9467","GO:0006816","calcium ion transport","CHAFR746836.1.1_0040810.1",1,"biological_process"
"9468","GO:0006816","calcium ion transport","CHAFR746836.1.1_0089540.1",1,"biological_process"
"9469","GO:0006816","calcium ion transport","CHAFR746836.1.1_0082840.1",1,"biological_process"
"9470","GO:0006816","calcium ion transport","CHAFR746836.1.1_0084120.1",1,"biological_process"
"9471","GO:0006817","phosphate ion transport","CHAFR746836.1.1_0036940.1",1,"biological_process"
"9472","GO:0006817","phosphate ion transport","CHAFR746836.1.1_0021330.1",1,"biological_process"
"9473","GO:0006817","phosphate ion transport","CHAFR746836.1.1_0009630.1",1,"biological_process"
"9474","GO:0006820","anion transport","CHAFR746836.1.1_0054340.1",1,"biological_process"
"9475","GO:0006820","anion transport","CHAFR746836.1.1_0078240.1",1,"biological_process"
"9476","GO:0006821","chloride transport","CHAFR746836.1.1_0080650.1",1,"biological_process"
"9477","GO:0006821","chloride transport","CHAFR746836.1.1_0025220.1",1,"biological_process"
"9478","GO:0006821","chloride transport","CHAFR746836.1.1_0067730.1",1,"biological_process"
"9479","GO:0006821","chloride transport","CHAFR746836.1.1_0051660.1",1,"biological_process"
"9480","GO:0006824","cobalt ion transport","CHAFR746836.1.1_0010640.1",1,"biological_process"
"9481","GO:0006825","copper ion transport","CHAFR746836.1.1_0063270.1",1,"biological_process"
"9482","GO:0006825","copper ion transport","CHAFR746836.1.1_0051030.1",1,"biological_process"
"9483","GO:0006825","copper ion transport","CHAFR746836.1.1_0049180.1",1,"biological_process"
"9484","GO:0006839","mitochondrial transport","CHAFR746836.1.1_0077350.1",1,"biological_process"
"9485","GO:0006839","mitochondrial transport","CHAFR746836.1.1_0077350.2",1,"biological_process"
"9486","GO:0006850","mitochondrial pyruvate transport","CHAFR746836.1.1_0087250.1",1,"biological_process"
"9487","GO:0006850","mitochondrial pyruvate transport","CHAFR746836.1.1_0024050.1",1,"biological_process"
"9488","GO:0006855","drug transmembrane transport","CHAFR746836.1.1_0094270.1",1,"biological_process"
"9489","GO:0006855","drug transmembrane transport","CHAFR746836.1.1_0070470.1",1,"biological_process"
"9490","GO:0006855","drug transmembrane transport","CHAFR746836.1.1_0001180.1",1,"biological_process"
"9491","GO:0006857","oligopeptide transport","CHAFR746836.1.1_0035590.1",1,"biological_process"
"9492","GO:0006857","oligopeptide transport","CHAFR746836.1.1_0046180.1",1,"biological_process"
"9493","GO:0006857","oligopeptide transport","CHAFR746836.1.1_0032430.1",1,"biological_process"
"9494","GO:0006857","oligopeptide transport","CHAFR746836.1.1_0100420.1",1,"biological_process"
"9495","GO:0006865","amino acid transport","CHAFR746836.1.1_0051920.1",1,"biological_process"
"9496","GO:0006865","amino acid transport","CHAFR746836.1.1_0077010.1",1,"biological_process"
"9497","GO:0006865","amino acid transport","CHAFR746836.1.1_0011940.1",1,"biological_process"
"9498","GO:0006865","amino acid transport","CHAFR746836.1.1_0020160.1",1,"biological_process"
"9499","GO:0006865","amino acid transport","CHAFR746836.1.1_0076820.1",1,"biological_process"
"9500","GO:0006865","amino acid transport","CHAFR746836.1.1_0060530.1",1,"biological_process"
"9501","GO:0006865","amino acid transport","CHAFR746836.1.1_0065470.1",1,"biological_process"
"9502","GO:0006865","amino acid transport","CHAFR746836.1.1_0094320.1",1,"biological_process"
"9503","GO:0006865","amino acid transport","CHAFR746836.1.1_0059970.1",1,"biological_process"
"9504","GO:0006865","amino acid transport","CHAFR746836.1.1_0099810.1",1,"biological_process"
"9505","GO:0006865","amino acid transport","CHAFR746836.1.1_0093340.1",1,"biological_process"
"9506","GO:0006865","amino acid transport","CHAFR746836.1.1_0022170.1",1,"biological_process"
"9507","GO:0006865","amino acid transport","CHAFR746836.1.1_0034740.1",1,"biological_process"
"9508","GO:0006865","amino acid transport","CHAFR746836.1.1_0037750.1",1,"biological_process"
"9509","GO:0006865","amino acid transport","CHAFR746836.1.1_0089070.1",1,"biological_process"
"9510","GO:0006869","lipid transport","CHAFR746836.1.1_0004430.1",1,"biological_process"
"9511","GO:0006878","cellular copper ion homeostasis","CHAFR746836.1.1_0049180.1",1,"biological_process"
"9512","GO:0006885","regulation of pH","CHAFR746836.1.1_0083330.1",1,"biological_process"
"9513","GO:0006886","intracellular protein transport","CHAFR746836.1.1_0022250.1",1,"biological_process"
"9514","GO:0006886","intracellular protein transport","CHAFR746836.1.1_0092300.1",1,"biological_process"
"9515","GO:0006886","intracellular protein transport","CHAFR746836.1.1_0048990.1",1,"biological_process"
"9516","GO:0006886","intracellular protein transport","CHAFR746836.1.1_0013940.1",1,"biological_process"
"9517","GO:0006886","intracellular protein transport","CHAFR746836.1.1_0019100.1",1,"biological_process"
"9518","GO:0006886","intracellular protein transport","CHAFR746836.1.1_0015480.1",1,"biological_process"
"9519","GO:0006886","intracellular protein transport","CHAFR746836.1.1_0070650.1",1,"biological_process"
"9520","GO:0006886","intracellular protein transport","CHAFR746836.1.1_0033510.1",1,"biological_process"
"9521","GO:0006886","intracellular protein transport","CHAFR746836.1.1_0096480.1",1,"biological_process"
"9522","GO:0006886","intracellular protein transport","CHAFR746836.1.1_0054190.1",1,"biological_process"
"9523","GO:0006886","intracellular protein transport","CHAFR746836.1.1_0087360.1",1,"biological_process"
"9524","GO:0006886","intracellular protein transport","CHAFR746836.1.1_0068620.1",1,"biological_process"
"9525","GO:0006886","intracellular protein transport","CHAFR746836.1.1_0018270.1",1,"biological_process"
"9526","GO:0006886","intracellular protein transport","CHAFR746836.1.1_0075880.1",1,"biological_process"
"9527","GO:0006886","intracellular protein transport","CHAFR746836.1.1_0005940.1",1,"biological_process"
"9528","GO:0006886","intracellular protein transport","CHAFR746836.1.1_0087840.1",1,"biological_process"
"9529","GO:0006886","intracellular protein transport","CHAFR746836.1.1_0011850.1",1,"biological_process"
"9530","GO:0006886","intracellular protein transport","CHAFR746836.1.1_0084840.1",1,"biological_process"
"9531","GO:0006886","intracellular protein transport","CHAFR746836.1.1_0037970.1",1,"biological_process"
"9532","GO:0006886","intracellular protein transport","CHAFR746836.1.1_0086690.1",1,"biological_process"
"9533","GO:0006886","intracellular protein transport","CHAFR746836.1.1_0048660.1",1,"biological_process"
"9534","GO:0006886","intracellular protein transport","CHAFR746836.1.1_0021350.1",1,"biological_process"
"9535","GO:0006886","intracellular protein transport","CHAFR746836.1.1_0040350.1",1,"biological_process"
"9536","GO:0006886","intracellular protein transport","CHAFR746836.1.1_0083890.1",1,"biological_process"
"9537","GO:0006886","intracellular protein transport","CHAFR746836.1.1_0041530.1",1,"biological_process"
"9538","GO:0006886","intracellular protein transport","CHAFR746836.1.1_0093960.1",1,"biological_process"
"9539","GO:0006886","intracellular protein transport","CHAFR746836.1.1_0085520.1",1,"biological_process"
"9540","GO:0006886","intracellular protein transport","CHAFR746836.1.1_0079990.1",1,"biological_process"
"9541","GO:0006886","intracellular protein transport","CHAFR746836.1.1_0060240.1",1,"biological_process"
"9542","GO:0006886","intracellular protein transport","CHAFR746836.1.1_0046240.1",1,"biological_process"
"9543","GO:0006886","intracellular protein transport","CHAFR746836.1.1_0037840.1",1,"biological_process"
"9544","GO:0006886","intracellular protein transport","CHAFR746836.1.1_0029490.1",1,"biological_process"
"9545","GO:0006886","intracellular protein transport","CHAFR746836.1.1_0075100.1",1,"biological_process"
"9546","GO:0006886","intracellular protein transport","CHAFR746836.1.1_0043650.1",1,"biological_process"
"9547","GO:0006886","intracellular protein transport","CHAFR746836.1.1_0022520.1",1,"biological_process"
"9548","GO:0006886","intracellular protein transport","CHAFR746836.1.1_0041410.1",1,"biological_process"
"9549","GO:0006886","intracellular protein transport","CHAFR746836.1.1_0053390.1",1,"biological_process"
"9550","GO:0006886","intracellular protein transport","CHAFR746836.1.1_0033990.1",1,"biological_process"
"9551","GO:0006886","intracellular protein transport","CHAFR746836.1.1_0076040.1",1,"biological_process"
"9552","GO:0006886","intracellular protein transport","CHAFR746836.1.1_0052650.1",1,"biological_process"
"9553","GO:0006886","intracellular protein transport","CHAFR746836.1.1_0093470.1",1,"biological_process"
"9554","GO:0006886","intracellular protein transport","CHAFR746836.1.1_0000210.1",1,"biological_process"
"9555","GO:0006886","intracellular protein transport","CHAFR746836.1.1_0079920.1",1,"biological_process"
"9556","GO:0006886","intracellular protein transport","CHAFR746836.1.1_0091120.1",1,"biological_process"
"9557","GO:0006886","intracellular protein transport","CHAFR746836.1.1_0013120.1",1,"biological_process"
"9558","GO:0006886","intracellular protein transport","CHAFR746836.1.1_0075580.1",1,"biological_process"
"9559","GO:0006886","intracellular protein transport","CHAFR746836.1.1_0017100.1",1,"biological_process"
"9560","GO:0006886","intracellular protein transport","CHAFR746836.1.1_0081440.1",1,"biological_process"
"9561","GO:0006886","intracellular protein transport","CHAFR746836.1.1_0044180.1",1,"biological_process"
"9562","GO:0006886","intracellular protein transport","CHAFR746836.1.1_0035510.1",1,"biological_process"
"9563","GO:0006886","intracellular protein transport","CHAFR746836.1.1_0004820.1",1,"biological_process"
"9564","GO:0006886","intracellular protein transport","CHAFR746836.1.1_0080470.1",1,"biological_process"
"9565","GO:0006886","intracellular protein transport","CHAFR746836.1.1_0022960.1",1,"biological_process"
"9566","GO:0006886","intracellular protein transport","CHAFR746836.1.1_0088160.1",1,"biological_process"
"9567","GO:0006886","intracellular protein transport","CHAFR746836.1.1_0082130.1",1,"biological_process"
"9568","GO:0006886","intracellular protein transport","CHAFR746836.1.1_0091960.1",1,"biological_process"
"9569","GO:0006886","intracellular protein transport","CHAFR746836.1.1_0054670.1",1,"biological_process"
"9570","GO:0006886","intracellular protein transport","CHAFR746836.1.1_0033750.1",1,"biological_process"
"9571","GO:0006886","intracellular protein transport","CHAFR746836.1.1_0094690.1",1,"biological_process"
"9572","GO:0006886","intracellular protein transport","CHAFR746836.1.1_0032620.1",1,"biological_process"
"9573","GO:0006886","intracellular protein transport","CHAFR746836.1.1_0053850.1",1,"biological_process"
"9574","GO:0006886","intracellular protein transport","CHAFR746836.1.1_0081890.1",1,"biological_process"
"9575","GO:0006886","intracellular protein transport","CHAFR746836.1.1_0063690.1",1,"biological_process"
"9576","GO:0006886","intracellular protein transport","CHAFR746836.1.1_0000370.1",1,"biological_process"
"9577","GO:0006886","intracellular protein transport","CHAFR746836.1.1_0040080.1",1,"biological_process"
"9578","GO:0006886","intracellular protein transport","CHAFR746836.1.1_0039940.1",1,"biological_process"
"9579","GO:0006886","intracellular protein transport","CHAFR746836.1.1_0101080.1",1,"biological_process"
"9580","GO:0006886","intracellular protein transport","CHAFR746836.1.1_0014320.1",1,"biological_process"
"9581","GO:0006886","intracellular protein transport","CHAFR746836.1.1_0097460.1",1,"biological_process"
"9582","GO:0006886","intracellular protein transport","CHAFR746836.1.1_0025780.1",1,"biological_process"
"9583","GO:0006886","intracellular protein transport","CHAFR746836.1.1_0067900.1",1,"biological_process"
"9584","GO:0006886","intracellular protein transport","CHAFR746836.1.1_0000830.1",1,"biological_process"
"9585","GO:0006887","exocytosis","CHAFR746836.1.1_0063280.1",1,"biological_process"
"9586","GO:0006887","exocytosis","CHAFR746836.1.1_0067590.1",1,"biological_process"
"9587","GO:0006887","exocytosis","CHAFR746836.1.1_0023360.1",1,"biological_process"
"9588","GO:0006887","exocytosis","CHAFR746836.1.1_0043520.1",1,"biological_process"
"9589","GO:0006888","ER to Golgi vesicle-mediated transport","CHAFR746836.1.1_0026970.1",1,"biological_process"
"9590","GO:0006888","ER to Golgi vesicle-mediated transport","CHAFR746836.1.1_0000770.1",1,"biological_process"
"9591","GO:0006888","ER to Golgi vesicle-mediated transport","CHAFR746836.1.1_0002340.1",1,"biological_process"
"9592","GO:0006888","ER to Golgi vesicle-mediated transport","CHAFR746836.1.1_0001560.1",1,"biological_process"
"9593","GO:0006888","ER to Golgi vesicle-mediated transport","CHAFR746836.1.1_0097460.1",1,"biological_process"
"9594","GO:0006888","ER to Golgi vesicle-mediated transport","CHAFR746836.1.1_0024500.1",1,"biological_process"
"9595","GO:0006888","ER to Golgi vesicle-mediated transport","CHAFR746836.1.1_0093470.1",1,"biological_process"
"9596","GO:0006888","ER to Golgi vesicle-mediated transport","CHAFR746836.1.1_0083890.1",1,"biological_process"
"9597","GO:0006888","ER to Golgi vesicle-mediated transport","CHAFR746836.1.1_0038220.1",1,"biological_process"
"9598","GO:0006890","retrograde vesicle-mediated transport, Golgi to ER","CHAFR746836.1.1_0004870.1",1,"biological_process"
"9599","GO:0006890","retrograde vesicle-mediated transport, Golgi to ER","CHAFR746836.1.1_0087840.1",1,"biological_process"
"9600","GO:0006891","intra-Golgi vesicle-mediated transport","CHAFR746836.1.1_0045800.1",1,"biological_process"
"9601","GO:0006891","intra-Golgi vesicle-mediated transport","CHAFR746836.1.1_0096790.1",1,"biological_process"
"9602","GO:0006891","intra-Golgi vesicle-mediated transport","CHAFR746836.1.1_0045940.1",1,"biological_process"
"9603","GO:0006897","endocytosis","CHAFR746836.1.1_0099600.1",1,"biological_process"
"9604","GO:0006897","endocytosis","CHAFR746836.1.1_0095780.1",1,"biological_process"
"9605","GO:0006897","endocytosis","CHAFR746836.1.1_0029720.1",1,"biological_process"
"9606","GO:0006897","endocytosis","CHAFR746836.1.1_0040610.1",1,"biological_process"
"9607","GO:0006904","vesicle docking involved in exocytosis","CHAFR746836.1.1_0036640.1",1,"biological_process"
"9608","GO:0006904","vesicle docking involved in exocytosis","CHAFR746836.1.1_0029790.1",1,"biological_process"
"9609","GO:0006904","vesicle docking involved in exocytosis","CHAFR746836.1.1_0065060.1",1,"biological_process"
"9610","GO:0006904","vesicle docking involved in exocytosis","CHAFR746836.1.1_0054250.1",1,"biological_process"
"9611","GO:0006904","vesicle docking involved in exocytosis","CHAFR746836.1.1_0093300.1",1,"biological_process"
"9612","GO:0006904","vesicle docking involved in exocytosis","CHAFR746836.1.1_0002180.1",1,"biological_process"
"9613","GO:0006909","phagocytosis","CHAFR746836.1.1_0101610.1",1,"biological_process"
"9614","GO:0006913","nucleocytoplasmic transport","CHAFR746836.1.1_0079920.1",1,"biological_process"
"9615","GO:0006913","nucleocytoplasmic transport","CHAFR746836.1.1_0070650.1",1,"biological_process"
"9616","GO:0006913","nucleocytoplasmic transport","CHAFR746836.1.1_0090130.1",1,"biological_process"
"9617","GO:0006913","nucleocytoplasmic transport","CHAFR746836.1.1_0000830.1",1,"biological_process"
"9618","GO:0006913","nucleocytoplasmic transport","CHAFR746836.1.1_0053850.1",1,"biological_process"
"9619","GO:0006913","nucleocytoplasmic transport","CHAFR746836.1.1_0044180.1",1,"biological_process"
"9620","GO:0006913","nucleocytoplasmic transport","CHAFR746836.1.1_0087360.1",1,"biological_process"
"9621","GO:0006913","nucleocytoplasmic transport","CHAFR746836.1.1_0080470.1",1,"biological_process"
"9622","GO:0006913","nucleocytoplasmic transport","CHAFR746836.1.1_0093960.1",1,"biological_process"
